pole_a,pole_b,pole_distance,theoretical_upper_height,greatest_valid_equal_height,limiting_height,limiting_vertex,limiting_condition,bisection_iterations,width,height,area,total_edge_length,maximum_pairwise_vertex_distance,minimum_nonzero_pairwise_vertex_distance,unrelated_edge_crossings,coincident_vertex_pairs,vertices_on_unrelated_edges,cyclic_order_violations,cyclic_order_orientation,abstract_graph_valid,width_ratio,height_ratio,area_ratio,edge_length_ratio,maximum_diameter_ratio
net:EB,net:RA_SW,1399.142952,65.560134,65.560133,65.560134,component:JP1,two-circle geometric degeneracy,20,3151.80412,1090.820044,3438051.110289,24151.211857,3151.934234,28.405438,0,0,0,0,reflection,True,1.00504,0.998919,1.003954,0.991443,1.005081
net:EB,net:RA_W,1396.517096,32.841703,32.841702,32.841703,component:JP1,two-circle geometric degeneracy,19,3137.460714,1087.28308,3411307.950365,24300.353747,3137.462401,40.31653,0,0,0,0,reflection,True,1.000466,0.99568,0.996144,0.997566,1.000466
net:EOUT,net:GND,1069.878498,9.526315,9.526314,9.526315,component:J_R4,two-circle geometric degeneracy,18,3135.985531,1092.076722,3424736.797342,24368.063523,3135.985531,44.477295,0,0,0,0,reflection,True,0.999995,1.00007,1.000066,1.000345,0.999995
net:EOUT,net:NODE_A,1526.989522,8.343214,8.343213,8.343214,net:NODE_B,two-circle geometric degeneracy,17,3136.002927,1091.882842,3424147.789612,24349.954922,3136.002928,52.007289,0,0,0,0,reflection,True,1.000001,0.999893,0.999894,0.999602,1.000001
net:EOUT,net:NODE_B,936.790798,13.599621,13.59962,13.599621,net:NODE_A,two-circle geometric degeneracy,18,3136.009541,1091.693488,3423561.19315,24386.22978,3136.009542,52.019339,0,0,0,0,reflection,True,1.000003,0.999719,0.999722,1.001091,1.000003
net:EOUT,net:NODE_C,639.118925,27.907169,27.907168,27.907169,component:R2,two-circle geometric degeneracy,19,3136.019198,1090.638115,3420262.066781,24249.234949,3136.019206,44.606724,0,0,0,0,reflection,True,1.000006,0.998753,0.998759,0.995467,1.000006
net:EOUT,net:R1_EXT,2338.780024,23.968051,23.96805,23.968051,net:R1_W,two-circle geometric degeneracy,19,3136.978885,1091.25318,3423238.18248,24361.630233,3136.980877,52.043877,0,0,0,0,reflection,True,1.000312,0.999316,0.999628,1.000081,1.000313
net:EOUT,net:R1_W,2230.587367,25.130601,25.1306,25.130601,net:R1_EXT,two-circle geometric degeneracy,19,3136.729018,1091.166644,3422694.074945,24348.785222,3136.730222,52.050371,0,0,0,0,reflection,True,1.000232,0.999237,0.999469,0.999554,1.000233
net:EOUT,net:R4_EXT,285.797131,0.0,0.0,0.0,component:J_R4,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:EOUT,net:R4_W,250.503493,20.34303,20.343029,20.34303,component:TPC,two-circle geometric degeneracy,19,3137.545771,1092.375553,3427378.297573,24348.725256,3137.546372,32.382784,0,0,0,0,reflection,True,1.000493,1.000344,1.000837,0.999552,1.000493
net:EOUT,net:RA_SW,1091.483852,16.341057,16.341056,16.341057,component:TPO,two-circle geometric degeneracy,18,3136.074562,1091.914411,3424325.007773,24356.778315,3136.074569,52.030679,0,0,0,0,reflection,True,1.000024,0.999922,0.999945,0.999882,1.000024
net:EOUT,net:RA_W,1108.911178,4.595499,4.595498,4.595499,component:JP1,two-circle geometric degeneracy,17,3136.00276,1091.900638,3424203.415417,24359.041371,3136.00276,51.796538,0,0,0,0,reflection,True,1.000001,0.999909,0.99991,0.999975,1.000001
net:GND,net:NODE_A,2372.971344,10.737593,10.737592,10.737593,net:+9V,two-circle geometric degeneracy,18,3135.981616,1091.910157,3424210.180234,24359.503986,3135.981617,52.00539,0,0,0,0,reflection,True,0.999994,0.999918,0.999912,0.999994,0.999994
net:GND,net:NODE_B,1824.993425,6.980847,6.980846,6.980847,net:EA,two-circle geometric degeneracy,17,3135.99223,1091.943638,3424326.763065,24346.15065,3135.99223,52.003283,0,0,0,0,reflection,True,0.999998,0.999948,0.999946,0.999446,0.999998
net:GND,net:NODE_C,1573.600013,4.857651,4.85765,4.857651,component:R3,two-circle geometric degeneracy,17,3135.996238,1091.948588,3424346.662921,24353.42435,3135.996238,52.002449,0,0,0,0,reflection,True,0.999999,0.999953,0.999952,0.999744,0.999999
net:GND,net:R1_EXT,3039.779597,45.263808,45.263807,45.263808,component:C1,two-circle geometric degeneracy,20,3135.657347,1091.004887,3421017.490952,24387.536417,3135.673323,52.055926,0,0,0,0,reflection,True,0.999891,0.999089,0.99898,1.001145,0.999896
net:GND,net:R1_W,2944.135866,54.523299,54.523298,54.523299,component:J_PWR,two-circle geometric degeneracy,20,3135.512527,1090.506212,3419295.889653,24435.707953,3135.525986,52.0847,0,0,0,0,reflection,True,0.999845,0.998632,0.998477,1.003122,0.999849
net:GND,net:R4_EXT,1355.17379,7.520807,7.520806,7.520807,component:J_R4,two-circle geometric degeneracy,17,3135.990982,1092.04422,3424640.825632,24355.188981,3135.990982,46.245007,0,0,0,0,reflection,True,0.999997,1.00004,1.000038,0.999817,0.999997
net:GND,net:R4_W,1319.793923,11.583627,11.583626,11.583627,component:TPC,two-circle geometric degeneracy,18,3135.978606,1092.123489,3424875.897483,24354.439466,3135.978606,42.540558,0,0,0,0,reflection,True,0.999993,1.000113,1.000106,0.999786,0.999993
net:GND,net:RA_SW,2116.467103,16.854502,16.854501,16.854502,component:J_EB,two-circle geometric degeneracy,19,3135.954706,1092.0,3424462.539308,24334.495233,3135.954707,52.055948,0,0,0,0,reflection,True,0.999986,1.0,0.999986,0.998967,0.999986
net:GND,net:RA_W,2107.887094,22.967075,22.967074,22.967075,component:J_EB,two-circle geometric degeneracy,19,3135.915893,1089.950502,3417993.101134,24375.397281,3135.915897,24.373226,0,0,0,0,reflection,True,0.999973,0.998123,0.998096,1.000646,0.999973
net:NODE_A,net:NODE_B,590.294842,21.582435,21.582434,21.582435,net:EOUT,two-circle geometric degeneracy,19,3136.014792,1091.210827,3422053.294835,24395.18548,3136.014796,52.053545,0,0,0,0,reflection,True,1.000005,0.999277,0.999282,1.001459,1.000005
net:NODE_A,net:NODE_C,888.110354,17.214077,17.214076,17.214077,net:NODE_B,two-circle geometric degeneracy,19,3136.016174,1091.503685,3422973.211565,24304.707876,3136.016177,52.028272,0,0,0,0,reflection,True,1.000005,0.999545,0.999551,0.997745,1.000005
net:NODE_A,net:R1_EXT,871.348954,8.772605,8.772604,8.772605,net:R1_W,two-circle geometric degeneracy,18,3136.586451,1091.79601,3424512.573054,24357.380311,3136.586586,52.001121,0,0,0,0,reflection,True,1.000187,0.999813,1.0,0.999907,1.000187
net:NODE_A,net:R1_W,760.805494,10.047246,10.047245,10.047246,net:R1_EXT,two-circle geometric degeneracy,18,3137.221024,1091.723092,3424976.634814,24360.805029,3137.221581,52.001415,0,0,0,0,reflection,True,1.000389,0.999746,1.000136,1.000047,1.00039
net:NODE_A,net:R4_EXT,1372.160705,5.570776,5.570775,5.570776,component:TPB,two-circle geometric degeneracy,17,3136.008913,1091.946843,3424355.033803,24356.569357,3136.008913,51.70074,0,0,0,0,reflection,True,1.000003,0.999951,0.999954,0.999874,1.000003
net:NODE_A,net:R4_W,1359.291359,22.494074,22.494073,22.494074,component:R2,two-circle geometric degeneracy,19,3136.105506,1091.14706,3421952.301321,24367.586233,3136.105538,46.883011,0,0,0,0,reflection,True,1.000034,0.999219,0.999253,1.000326,1.000034
net:NODE_A,net:RA_SW,714.492827,0.0,0.0,0.0,component:J_RA,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:NODE_A,net:RA_W,606.248299,8.405797,8.405796,8.405797,component:C1,two-circle geometric degeneracy,18,3135.831852,1091.547682,3422909.988174,24368.885945,3135.831857,51.316105,0,0,0,0,reflection,True,0.999946,0.999586,0.999532,1.000379,0.999946
net:NODE_B,net:NODE_C,298.563226,8.534206,8.534205,8.534206,component:TPO,two-circle geometric degeneracy,18,3136.01034,1091.88569,3424164.812601,24356.39674,3136.010341,52.005981,0,0,0,0,reflection,True,1.000003,0.999895,0.999899,0.999866,1.000003
net:NODE_B,net:R1_EXT,1421.523479,12.547102,12.547101,12.547102,net:R1_W,two-circle geometric degeneracy,18,3136.453759,1091.783927,3424329.80316,24360.178255,3136.453972,45.424606,0,0,0,0,reflection,True,1.000145,0.999802,0.999947,1.000022,1.000145
net:NODE_B,net:R1_W,1311.353881,13.60121,13.601209,13.60121,net:R1_EXT,two-circle geometric degeneracy,18,3136.41156,1091.74465,3424160.539826,24355.25311,3136.411745,43.780979,0,0,0,0,reflection,True,1.000131,0.999766,0.999897,0.99982,1.000131
net:NODE_B,net:R4_EXT,798.479179,19.146398,19.146397,19.146398,component:RMIN1,two-circle geometric degeneracy,19,3143.421347,1091.504592,3431058.835782,24341.214188,3143.469965,48.346825,0,0,0,0,reflection,True,1.002367,0.999546,1.001912,0.999243,1.002382
net:NODE_B,net:R4_W,779.631323,32.682114,32.682113,32.682114,net:R1_W,two-circle geometric degeneracy,19,3137.43663,1090.502233,3421381.651972,24282.780146,3137.439259,40.446007,0,0,0,0,reflection,True,1.000458,0.998628,0.999086,0.996844,1.000459
net:NODE_B,net:RA_SW,478.150604,37.302055,37.302054,37.302055,component:R2,two-circle geometric degeneracy,20,3135.112373,1092.091967,3423831.03764,24388.720725,3135.112378,52.001533,0,0,0,0,reflection,True,0.999717,1.000084,0.999801,1.001193,0.999717
net:NODE_B,net:RA_W,392.562097,19.472079,19.472078,19.472079,component:J_RA,two-circle geometric degeneracy,19,3135.757087,1091.199489,3421736.532549,24362.503351,3135.757089,48.216576,0,0,0,0,reflection,True,0.999923,0.999267,0.99919,1.000117,0.999923
net:NODE_C,net:R1_EXT,1715.188911,16.341057,16.341056,16.341057,net:R1_W,two-circle geometric degeneracy,18,3136.652117,1091.645946,3424113.568517,24363.381403,3136.652658,52.014839,0,0,0,0,reflection,True,1.000208,0.999676,0.999884,1.000153,1.000208
net:NODE_C,net:R1_W,1605.540719,17.457047,17.457046,17.457047,net:R1_EXT,two-circle geometric degeneracy,19,3136.548315,1091.591887,3423830.693886,24354.953518,3136.548724,52.017332,0,0,0,0,reflection,True,1.000175,0.999626,0.999801,0.999807,1.000175
net:NODE_C,net:R4_EXT,511.938473,44.794445,44.794444,44.794445,net:R4_W,two-circle geometric degeneracy,20,3133.833308,1093.459193,3426718.838621,24366.025548,3133.835462,26.409425,0,0,0,0,reflection,True,0.999309,1.001336,1.000644,1.000262,0.99931
net:NODE_C,net:R4_W,487.591017,41.805528,41.805527,41.805528,component:C1,two-circle geometric degeneracy,20,3132.492289,1097.331296,3437381.823617,24308.67292,3132.501117,30.924067,0,0,0,0,reflection,True,0.998881,1.004882,1.003758,0.997907,0.998884
net:NODE_C,net:RA_SW,571.594262,0.0,0.0,0.0,component:JP1,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:NODE_C,net:RA_W,540.208293,0.0,0.0,0.0,component:TPB,two-circle geometric degeneracy at h=0,0,3136.0,1092.0,3424512.0,24359.649504,3136.0,52.0,0,0,0,0,reflection,True,1.0,1.0,1.0,1.0,1.0
net:R1_EXT,net:R1_W,110.941426,22.967075,22.967074,22.967075,component:TPA,two-circle geometric degeneracy,19,3138.802923,1091.064832,3424637.482442,24363.151814,3138.807368,52.011513,0,0,0,0,reflection,True,1.000894,0.999144,1.000037,1.000144,1.000895
net:R1_EXT,net:R4_EXT,2219.81711,9.182738,9.182737,9.182738,component:R3,two-circle geometric degeneracy,18,3136.25354,1091.882782,3424421.238788,24349.054046,3136.253603,51.182784,0,0,0,0,reflection,True,1.000081,0.999893,0.999973,0.999565,1.000081
net:R1_EXT,net:R4_W,2200.855288,13.892781,13.89278,13.892781,net:R1_W,two-circle geometric degeneracy,18,3136.524869,1091.738821,3424265.961795,24364.329795,3136.525175,50.109786,0,0,0,0,reflection,True,1.000167,0.999761,0.999928,1.000192,1.000167
net:R1_EXT,net:RA_SW,1573.775397,9.71422,9.714219,9.71422,component:J_RA,two-circle geometric degeneracy,18,3137.619186,1091.981527,3426222.190965,24368.294771,3137.619828,52.000822,0,0,0,0,reflection,True,1.000516,0.999983,1.000499,1.000355,1.000517
net:R1_EXT,net:RA_W,1471.20087,17.319185,17.319184,17.319185,net:R1_W,two-circle geometric degeneracy,19,3140.325666,1089.642954,3421833.734914,24353.401065,3140.330939,49.03107,0,0,0,0,reflection,True,1.001379,0.997842,0.999218,0.999743,1.001381
net:R1_W,net:R4_EXT,2109.502311,6.039339,6.039338,6.039339,component:R3,two-circle geometric degeneracy,17,3136.087734,1091.948836,3424447.351036,24352.715997,3136.087741,51.648102,0,0,0,0,reflection,True,1.000028,0.999953,0.999981,0.999715,1.000028
net:R1_W,net:R4_W,2090.833327,12.186529,12.186528,12.186529,net:NODE_B,two-circle geometric degeneracy,18,3136.311447,1091.796959,3424215.299578,24366.094396,3136.311559,50.55184,0,0,0,0,reflection,True,1.000099,0.999814,0.999913,1.000265,1.000099
net:R1_W,net:RA_SW,1465.0,5.217747,5.217746,5.217747,component:RMIN1,two-circle geometric degeneracy,17,3132.664052,1096.011441,3433435.641124,24358.217987,3132.666627,52.00023,0,0,0,0,reflection,True,0.998936,1.003673,1.002606,0.999941,0.998937
net:R1_W,net:RA_W,1361.729782,3.742299,3.742298,3.742299,component:RMIN1,two-circle geometric degeneracy,16,3138.282598,1091.891172,3426663.063434,24361.146357,3138.283992,51.865164,0,0,0,0,reflection,True,1.000728,0.9999,1.000628,1.000061,1.000728
net:R4_EXT,net:R4_W,52.0,49.0,48.999999,49.0,component:J_PWR,two-circle geometric degeneracy,20,3134.217343,1092.0,3422565.338977,24457.965213,3134.217343,52.0,0,0,0,0,reflection,True,0.999432,1.0,0.999432,1.004036,0.999432
net:R4_EXT,net:RA_SW,847.481563,33.072106,33.072105,33.072106,component:TPC,two-circle geometric degeneracy,19,3136.05972,1091.591743,3423296.89573,24336.905135,3136.059736,40.127744,0,0,0,0,reflection,True,1.000019,0.999626,0.999645,0.999066,1.000019
net:R4_EXT,net:RA_W,883.53155,40.374336,40.374335,40.374336,component:JP1,two-circle geometric degeneracy,20,3136.009528,1083.313511,3397281.494051,24316.951578,3136.009533,32.770612,0,0,0,0,reflection,True,1.000003,0.992045,0.992048,0.998247,1.000003
net:R4_W,net:RA_SW,858.576147,26.709337,26.709336,26.709337,component:J_R4,two-circle geometric degeneracy,19,3136.07676,1091.749199,3423809.290023,24368.521899,3136.076775,44.616268,0,0,0,0,reflection,True,1.000024,0.99977,0.999795,1.000364,1.000024
net:R4_W,net:RA_W,888.110354,28.690128,28.690127,28.690128,component:JP1,two-circle geometric degeneracy,19,3136.020532,1087.822058,3411432.308869,24345.00639,3136.020537,43.369074,0,0,0,0,reflection,True,1.000007,0.996174,0.996181,0.999399,1.000007
net:RA_SW,net:RA_W,114.965212,22.163226,22.163225,22.163226,component:J_RA,two-circle geometric degeneracy,19,3135.590627,1092.143159,3424513.852213,24353.794209,3135.590633,47.040317,0,0,0,0,reflection,True,0.999869,1.000131,1.000001,0.99976,0.999869
